Nome do Curso                  ,CD_SUBGRUPO ,NM_SUBGRUPO                                              ,NU_PERGUNTA ,Pergunta                                                                                                                                                                        ,Ordem Opções ,Opção                  ,Porcentagem ,Respostas ,Total do Curso, Texto-template
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          1 ,1.01- Como você avalia as orientações sobre o desenvolvimento da disciplina?                                                                                                    ,        5778 ,Ótimo                  ,"17,0"      ,        8 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          3 ,1.03- Como você avalia a clareza e a dinâmica da linguagem utilizada pelo professor nas aulas síncronas?                                                                        ,        5790 ,Regular                ,"38,3"      ,       18 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          3 ,1.03- Como você avalia a clareza e a dinâmica da linguagem utilizada pelo professor nas aulas síncronas?                                                                        ,        5865 ,Ruim                   ,"14,9"      ,        7 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          3 ,1.03- Como você avalia a clareza e a dinâmica da linguagem utilizada pelo professor nas aulas síncronas?                                                                        ,        5866 ,Péssimo                ,"2,1"       ,        1 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          4 ,1.04- Como você avalia a coerência entre o conteúdo e a metodologia utilizada no decorrer da disciplina?                                                                        ,        5791 ,Ótimo                  ,"12,8"      ,        6 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          4 ,1.04- Como você avalia a coerência entre o conteúdo e a metodologia utilizada no decorrer da disciplina?                                                                        ,        5792 ,Bom                    ,"34,0"      ,       16 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          4 ,1.04- Como você avalia a coerência entre o conteúdo e a metodologia utilizada no decorrer da disciplina?                                                                        ,        5793 ,Regular                ,"40,4"      ,       19 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          4 ,1.04- Como você avalia a coerência entre o conteúdo e a metodologia utilizada no decorrer da disciplina?                                                                        ,        5868 ,Ruim                   ,"10,6"      ,        5 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          4 ,1.04- Como você avalia a coerência entre o conteúdo e a metodologia utilizada no decorrer da disciplina?                                                                        ,        5869 ,Péssimo                ,"2,1"       ,        1 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          5 ,1.05- Como você avalia o domínio do professor em relação ao conteúdo da disciplina?                                                                                             ,        5794 ,Ótimo                  ,"40,4"      ,       19 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          5 ,1.05- Como você avalia o domínio do professor em relação ao conteúdo da disciplina?                                                                                             ,        5795 ,Bom                    ,"40,4"      ,       19 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          5 ,1.05- Como você avalia o domínio do professor em relação ao conteúdo da disciplina?                                                                                             ,        5796 ,Regular                ,"17,0"      ,        8 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          5 ,1.05- Como você avalia o domínio do professor em relação ao conteúdo da disciplina?                                                                                             ,        5797 ,Ruim                   ,"2,1"       ,        1 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          6 ,1.06- Como você avalia o domínio do professor em relação às tecnologias para o ERE?                                                                                             ,        5871 ,Ótimo                  ,"17,0"      ,        8 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          6 ,1.06- Como você avalia o domínio do professor em relação às tecnologias para o ERE?                                                                                             ,        5872 ,Bom                    ,"38,3"      ,       18 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          6 ,1.06- Como você avalia o domínio do professor em relação às tecnologias para o ERE?                                                                                             ,        5873 ,Regular                ,"36,2"      ,       17 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          6 ,1.06- Como você avalia o domínio do professor em relação às tecnologias para o ERE?                                                                                             ,        5874 ,Ruim                   ,"8,5"       ,        4 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          7 ,1.07- Como você avalia a disponibilidade docente para atender às dúvidas apresentadas pelos alunos?                                                                             ,        5876 ,Ótimo                  ,"23,4"      ,       11 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          7 ,1.07- Como você avalia a disponibilidade docente para atender às dúvidas apresentadas pelos alunos?                                                                             ,        5877 ,Bom                    ,"34,0"      ,       16 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          7 ,1.07- Como você avalia a disponibilidade docente para atender às dúvidas apresentadas pelos alunos?                                                                             ,        5878 ,Regular                ,"31,9"      ,       15 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          7 ,1.07- Como você avalia a disponibilidade docente para atender às dúvidas apresentadas pelos alunos?                                                                             ,        5879 ,Ruim                   ,"4,3"       ,        2 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          7 ,1.07- Como você avalia a disponibilidade docente para atender às dúvidas apresentadas pelos alunos?                                                                             ,        5880 ,Péssimo                ,"4,3"       ,        2 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          7 ,1.07- Como você avalia a disponibilidade docente para atender às dúvidas apresentadas pelos alunos?                                                                             ,        5917 ,NSI                    ,"2,1"       ,        1 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          8 ,1.08- Como você avalia o cumprimento do programa e do critério de avaliação da disciplina?                                                                                      ,        5881 ,Ótimo                  ,"23,4"      ,       11 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          8 ,1.08- Como você avalia o cumprimento do programa e do critério de avaliação da disciplina?                                                                                      ,        5882 ,Bom                    ,"46,8"      ,       22 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          8 ,1.08- Como você avalia o cumprimento do programa e do critério de avaliação da disciplina?                                                                                      ,        5883 ,Regular                ,"14,9"      ,        7 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          8 ,1.08- Como você avalia o cumprimento do programa e do critério de avaliação da disciplina?                                                                                      ,        5884 ,Ruim                   ,"10,6"      ,        5 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          8 ,1.08- Como você avalia o cumprimento do programa e do critério de avaliação da disciplina?                                                                                      ,        5885 ,Péssimo                ,"4,3"       ,        2 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          9 ,1.09- Como você avalia a adequação dos recursos didáticos utilizados em aula para o desenvolvimento dos conteúdos da disciplina ministrada de forma remota?                     ,        5886 ,Ótimo                  ,"14,9"      ,        7 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          9 ,1.09- Como você avalia a adequação dos recursos didáticos utilizados em aula para o desenvolvimento dos conteúdos da disciplina ministrada de forma remota?                     ,        5887 ,Bom                    ,"25,5"      ,       12 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          9 ,1.09- Como você avalia a adequação dos recursos didáticos utilizados em aula para o desenvolvimento dos conteúdos da disciplina ministrada de forma remota?                     ,        5888 ,Regular                ,"36,2"      ,       17 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          9 ,1.09- Como você avalia a adequação dos recursos didáticos utilizados em aula para o desenvolvimento dos conteúdos da disciplina ministrada de forma remota?                     ,        5889 ,Ruim                   ,"17,0"      ,        8 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,          9 ,1.09- Como você avalia a adequação dos recursos didáticos utilizados em aula para o desenvolvimento dos conteúdos da disciplina ministrada de forma remota?                     ,        5890 ,Péssimo                ,"6,4"       ,        3 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         10 ,1.10- Como você avalia a carga horária destinada à disciplina?                                                                                                                  ,        5891 ,Excessiva              ,"17,0"      ,        8 ,            47, "De acordo com a Tabela {{NUMERO}}, {{tabela.valores[1]}} dos respondentes consideraram **{{tabela.indicadores[1]}}** a carga horária destinada às disciplinas durante a realização do ERE. {{tabela.valores[2]}} consideraram **{{tabela.indicadores[2]}}**, {{tabela.valores[3]}} consideraram **{{tabela.indicadores[3]}}**."
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         10 ,1.10- Como você avalia a carga horária destinada à disciplina?                                                                                                                  ,        5892 ,Suficiente             ,"61,7"      ,       29 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         10 ,1.10- Como você avalia a carga horária destinada à disciplina?                                                                                                                  ,        5893 ,"Condizente, em parte" ,"21,3"      ,       10 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         11 ,1.11- Os canais usados pelo professor para compartilhar informações gerais foram eficientes?                                                                                    ,        5965 ,Sim                    ,"91,5"      ,       43 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         11 ,1.11- Os canais usados pelo professor para compartilhar informações gerais foram eficientes?                                                                                    ,        5966 ,Não                    ,"4,3"       ,        2 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         11 ,1.11- Os canais usados pelo professor para compartilhar informações gerais foram eficientes?                                                                                    ,        5967 ,NSI                    ,"4,3"       ,        2 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         12 ,"1.12- Nas aulas síncronas, houve discussão ou questionamento feito pelos alunos?"                                                                                              ,        5897 ,"Sim, todos os dias"   ,"6,4"       ,        3 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         12 ,"1.12- Nas aulas síncronas, houve discussão ou questionamento feito pelos alunos?"                                                                                              ,        5898 ,"Sim, pouco frequente" ,"59,6"      ,       28 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         12 ,"1.12- Nas aulas síncronas, houve discussão ou questionamento feito pelos alunos?"                                                                                              ,        5899 ,Não houve              ,"6,4"       ,        3 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         12 ,"1.12- Nas aulas síncronas, houve discussão ou questionamento feito pelos alunos?"                                                                                              ,        5943 ,"Sim, frequentemente"  ,"27,7"      ,       13 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         13 ,"1.13-Nas aulas síncronas, o horário das aulas foi cumprido?"                                                                                                                   ,        5953 ,"Sim, foi cumprido"    ,"74,5"      ,       35 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         13 ,"1.13-Nas aulas síncronas, o horário das aulas foi cumprido?"                                                                                                                   ,        5954 ,"Não, foi extrapolado" ,"14,9"      ,        7 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         13 ,"1.13-Nas aulas síncronas, o horário das aulas foi cumprido?"                                                                                                                   ,        5961 ,"Não, foi inferior "   ,"10,6"      ,        5 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         14 ,"1.14- Nas aulas síncronas, o professor convidou outros docentes para ministrar algum conteúdo/palestra?"                                                                       ,        5955 ,"Sim, de 1 a 3"        ,"25,5"      ,       12 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         14 ,"1.14- Nas aulas síncronas, o professor convidou outros docentes para ministrar algum conteúdo/palestra?"                                                                       ,        5956 ,"Sim, de 4 a 6 "       ,"6,4"       ,        3 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         14 ,"1.14- Nas aulas síncronas, o professor convidou outros docentes para ministrar algum conteúdo/palestra?"                                                                       ,        5957 ,"Sim, de 7 a 10 "      ,"2,1"       ,        1 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         14 ,"1.14- Nas aulas síncronas, o professor convidou outros docentes para ministrar algum conteúdo/palestra?"                                                                       ,        5964 ,Não                    ,"66,0"      ,       31 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         15 ,1.15- A quantidade de conteúdo nas aulas síncronas foi:                                                                                                                         ,        5958 ,Suficiente             ,"59,6"      ,       28 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         15 ,1.15- A quantidade de conteúdo nas aulas síncronas foi:                                                                                                                         ,        5959 ,Insuficiente           ,"10,6"      ,        5 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         15 ,1.15- A quantidade de conteúdo nas aulas síncronas foi:                                                                                                                         ,        5960 ,Excessivo              ,"23,4"      ,       11 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         15 ,1.15- A quantidade de conteúdo nas aulas síncronas foi:                                                                                                                         ,        5962 ,NSI                    ,"6,4"       ,        3 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         16 ,1.16- O tempo destinado à realização de provas e de outros trabalhos foi coerente com a extensão e com a complexidade das questões?                                             ,        5968 ,"Sim, suficiente"      ,"55,3"      ,       26 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         16 ,1.16- O tempo destinado à realização de provas e de outros trabalhos foi coerente com a extensão e com a complexidade das questões?                                             ,        5969 ,"Não, insuficiente"    ,"38,3"      ,       18 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         16 ,1.16- O tempo destinado à realização de provas e de outros trabalhos foi coerente com a extensão e com a complexidade das questões?                                             ,        5987 ,"Não, excedeu"         ,"6,4"       ,        3 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         17 ,"1.17- O tempo de correção das provas e o retorno para os alunos, foi corente?"                                                                                                 ,        5986 ,"Sim, no prazo"        ,"78,7"      ,       37 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         17 ,"1.17- O tempo de correção das provas e o retorno para os alunos, foi corente?"                                                                                                 ,        5988 ,"Não, demorou"         ,"21,3"      ,       10 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         18 ,"1.18- Após a correção, você teve livre acesso, de forma virtual, às provas que você realizou?"                                                                                 ,        5972 ,Não solicitei          ,"44,7"      ,       21 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         18 ,"1.18- Após a correção, você teve livre acesso, de forma virtual, às provas que você realizou?"                                                                                 ,        5983 ,Sim                    ,"38,3"      ,       18 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         18 ,"1.18- Após a correção, você teve livre acesso, de forma virtual, às provas que você realizou?"                                                                                 ,        5985 ,Não                    ,"17,0"      ,        8 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         19 ,1.19- Foi necessária a sua presença fora da sua residência para a realização de atividades ou de avaliações periódicas?                                                         ,        5982 ,Sim                    ,"17,0"      ,        8 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         19 ,1.19- Foi necessária a sua presença fora da sua residência para a realização de atividades ou de avaliações periódicas?                                                         ,        5984 ,Não                    ,"83,0"      ,       39 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         20 ,"1.20- Nas aulas síncronas, com diferentes professor, foi realizado intervalo entre as aulas?"                                                                                  ,        5974 ,"Sim, 10 a 20 min."    ,"78,7"      ,       37 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         20 ,"1.20- Nas aulas síncronas, com diferentes professor, foi realizado intervalo entre as aulas?"                                                                                  ,        5975 ,"Sim, + de 20min"      ,"10,6"      ,        5 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         20 ,"1.20- Nas aulas síncronas, com diferentes professor, foi realizado intervalo entre as aulas?"                                                                                  ,        5976 ,Não houve intervalo    ,"10,6"      ,        5 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         21 ,"1.21-  Nas aulas síncronas, com o mesmo professor, foi realizado intervalo entre as aulas?"                                                                                    ,        5980 ,Não houve intervalo    ,"53,2"      ,       25 ,            47
ADMINISTRACAO                  ,        174 ,I. Avaliação discente sobre as disciplinas e os docentes ,         21 ,"1.21-  Nas aulas síncronas, com o mesmo professor, foi realizado intervalo entre as aulas?"                                                                                    ,        5981 ,"Sim, 10 a 20 min."    ,"46,8"      ,       22 ,            47
ADMINISTRACAO                  ,        173 ,II. Informações sobre Atividades de Ensino               ,          1 ,"2.01- Se você necessita/necessitou de Atendimento Educacional Especializado, como você avalia o atendimento oferecido pela UEM durante o ERE (Ensino Remoto Emergencial)?"     ,        5851 ,Ruim                   ,"2,5"       ,        1 ,            40
ADMINISTRACAO                  ,        173 ,II. Informações sobre Atividades de Ensino               ,          1 ,"2.01- Se você necessita/necessitou de Atendimento Educacional Especializado, como você avalia o atendimento oferecido pela UEM durante o ERE (Ensino Remoto Emergencial)?"     ,        5852 ,Não tive atendim.      ,"7,5"       ,        3 ,            40
ADMINISTRACAO                  ,        173 ,II. Informações sobre Atividades de Ensino               ,          1 ,"2.01- Se você necessita/necessitou de Atendimento Educacional Especializado, como você avalia o atendimento oferecido pela UEM durante o ERE (Ensino Remoto Emergencial)?"     ,        5855 ,Não necessito          ,"90,0"      ,       36 ,            40
ADMINISTRACAO                  ,        173 ,II. Informações sobre Atividades de Ensino               ,          2 ,2.02- Como você avalia a plataforma Classrom para o desenvolvimento das disciplinas?                                                                                            ,        5856 ,Bom                    ,"40,0"      ,       16 ,            40
ADMINISTRACAO                  ,        173 ,II. Informações sobre Atividades de Ensino               ,          2 ,2.02- Como você avalia a plataforma Classrom para o desenvolvimento das disciplinas?                                                                                            ,        5858 ,Regular                ,"10,0"      ,        4 ,            40
ADMINISTRACAO                  ,        173 ,II. Informações sobre Atividades de Ensino               ,          2 ,2.02- Como você avalia a plataforma Classrom para o desenvolvimento das disciplinas?                                                                                            ,        5937 ,Ótimo                  ,"50,0"      ,       20 ,            40
ADMINISTRACAO                  ,        173 ,II. Informações sobre Atividades de Ensino               ,          3 ,"2.03- Para sua aprendizagem, você considera mais adequado atividades:"                                                                                                         ,        5774 ,Somente síncronas      ,"20,0"      ,        8 ,            40
ADMINISTRACAO                  ,        173 ,II. Informações sobre Atividades de Ensino               ,          3 ,"2.03- Para sua aprendizagem, você considera mais adequado atividades:"                                                                                                         ,        5775 ,Somente assíncronas    ,"10,0"      ,        4 ,            40
ADMINISTRACAO                  ,        173 ,II. Informações sobre Atividades de Ensino               ,          3 ,"2.03- Para sua aprendizagem, você considera mais adequado atividades:"                                                                                                         ,        5861 ,Ambas                  ,"70,0"      ,       28 ,            40
ADMINISTRACAO                  ,        173 ,II. Informações sobre Atividades de Ensino               ,          4 ,"2.04- Neste período de isolamento social, você está precisando acompanhar/cuidar de familiares?"                                                                               ,        5935 ,Sim                    ,"32,5"      ,       13 ,            40
ADMINISTRACAO                  ,        173 ,II. Informações sobre Atividades de Ensino               ,          4 ,"2.04- Neste período de isolamento social, você está precisando acompanhar/cuidar de familiares?"                                                                               ,        5936 ,Não                    ,"67,5"      ,       27 ,            40
ADMINISTRACAO                  ,        173 ,II. Informações sobre Atividades de Ensino               ,          5 ,2.05- Você solicitou o empréstimo de equipamento(s) de tecnologia(s) e/ou dispositivo de dados de internet disponibilizado pelos editais do Projeto de Inclusão Digital da UEM? ,        6353 ,Sim                    ,"2,5"       ,        1 ,            40
ADMINISTRACAO                  ,        173 ,II. Informações sobre Atividades de Ensino               ,          5 ,2.05- Você solicitou o empréstimo de equipamento(s) de tecnologia(s) e/ou dispositivo de dados de internet disponibilizado pelos editais do Projeto de Inclusão Digital da UEM? ,        6354 ,Não                    ,"97,5"      ,       39 ,            40
ADMINISTRACAO                  ,        175 ,III. Autoavaliação                                       ,          1 ,3.01- Como você avalia a sua participação nas aulas/atividades oferecidas de forma remota?                                                                                      ,        5800 ,Ótimo                  ,"12,8"      ,        5 ,            39
ADMINISTRACAO                  ,        175 ,III. Autoavaliação                                       ,          1 ,3.01- Como você avalia a sua participação nas aulas/atividades oferecidas de forma remota?                                                                                      ,        5801 ,Bom                    ,"48,7"      ,       19 ,            39
ADMINISTRACAO                  ,        175 ,III. Autoavaliação                                       ,          1 ,3.01- Como você avalia a sua participação nas aulas/atividades oferecidas de forma remota?                                                                                      ,        5922 ,Regular                ,"20,5"      ,        8 ,            39
ADMINISTRACAO                  ,        175 ,III. Autoavaliação                                       ,          1 ,3.01- Como você avalia a sua participação nas aulas/atividades oferecidas de forma remota?                                                                                      ,        5923 ,Ruim                   ,"17,9"      ,        7 ,            39
ADMINISTRACAO                  ,        175 ,III. Autoavaliação                                       ,          2 ,3.02- Como você avalia a sua atenção nas aulas síncronas?                                                                                                                       ,        5802 ,Ótimo                  ,"12,8"      ,        5 ,            39
ADMINISTRACAO                  ,        175 ,III. Autoavaliação                                       ,          2 ,3.02- Como você avalia a sua atenção nas aulas síncronas?                                                                                                                       ,        5803 ,Bom                    ,"20,5"      ,        8 ,            39
ADMINISTRACAO                  ,        175 ,III. Autoavaliação                                       ,          2 ,3.02- Como você avalia a sua atenção nas aulas síncronas?                                                                                                                       ,        5925 ,Regular                ,"38,5"      ,       15 ,            39
ADMINISTRACAO                  ,        175 ,III. Autoavaliação                                       ,          2 ,3.02- Como você avalia a sua atenção nas aulas síncronas?                                                                                                                       ,        5926 ,Ruim                   ,"20,5"      ,        8 ,            39
ADMINISTRACAO                  ,        175 ,III. Autoavaliação                                       ,          2 ,3.02- Como você avalia a sua atenção nas aulas síncronas?                                                                                                                       ,        5927 ,Péssimo                ,"7,7"       ,        3 ,            39
ADMINISTRACAO                  ,        175 ,III. Autoavaliação                                       ,          3 ,3.03- Como você avalia a sua aprendizagem nas aulas/atividades oferecidas de forma remota?                                                                                      ,        5804 ,Ótimo                  ,"12,8"      ,        5 ,            39
ADMINISTRACAO                  ,        175 ,III. Autoavaliação                                       ,          3 ,3.03- Como você avalia a sua aprendizagem nas aulas/atividades oferecidas de forma remota?                                                                                      ,        5805 ,Bom                    ,"35,9"      ,       14 ,            39
ADMINISTRACAO                  ,        175 ,III. Autoavaliação                                       ,          3 ,3.03- Como você avalia a sua aprendizagem nas aulas/atividades oferecidas de forma remota?                                                                                      ,        5928 ,Regular                ,"23,1"      ,        9 ,            39
ADMINISTRACAO                  ,        175 ,III. Autoavaliação                                       ,          3 ,3.03- Como você avalia a sua aprendizagem nas aulas/atividades oferecidas de forma remota?                                                                                      ,        5929 ,Ruim                   ,"17,9"      ,        7 ,            39
ADMINISTRACAO                  ,        175 ,III. Autoavaliação                                       ,          3 ,3.03- Como você avalia a sua aprendizagem nas aulas/atividades oferecidas de forma remota?                                                                                      ,        5930 ,Péssimo                ,"10,3"      ,        4 ,            39
ADMINISTRACAO                  ,        177 ,IV. Avaliação do Instrumento                             ,          1 ,4.01- Como você avalia este Instrumento de Consulta?                                                                                                                            ,        5846 ,Ótimo.                 ,"37,8"      ,       14 ,            37
ADMINISTRACAO                  ,        177 ,IV. Avaliação do Instrumento                             ,          1 ,4.01- Como você avalia este Instrumento de Consulta?                                                                                                                            ,        5847 ,Bom.                   ,"43,2"      ,       16 ,            37
